Upstream Regulators,8_vs_0,72_vs_8,120_vs_72,128_vs_120,144_vs_128,168_vs_144
MIR200,N/A,0.788,-0.008,N/A,N/A,N/A
COMMD1,N/A,N/A,0.788,N/A,N/A,N/A
Fus,N/A,0.788,N/A,N/A,N/A,N/A
cyclic GMP,N/A,N/A,0.785,N/A,N/A,N/A
KDM4A,N/A,N/A,0.78,N/A,N/A,N/A
SAFB2,N/A,N/A,0.333,N/A,N/A,0.447
tozasertib,N/A,N/A,0.776,N/A,N/A,N/A
CDH13,N/A,N/A,0.775,N/A,N/A,N/A
methapyrilene,N/A,-0.775,N/A,N/A,N/A,0
deferasirox,N/A,N/A,-0.764,N/A,N/A,N/A
IL32,N/A,N/A,N/A,0.763,N/A,N/A
IKB,N/A,N/A,N/A,N/A,0.762,N/A
miR-217-5p (and other miRNAs w/seed ACUGCAU),N/A,N/A,N/A,N/A,0.762,N/A
teasaponin,N/A,N/A,0.762,N/A,N/A,N/A
MIA-313,N/A,N/A,0.762,N/A,N/A,N/A
HGS,N/A,N/A,N/A,N/A,-0.762,N/A
UCP2,N/A,N/A,N/A,N/A,N/A,0.762
raclopride,N/A,N/A,0.762,N/A,N/A,N/A
tolbutamide,N/A,N/A,-0.762,N/A,N/A,N/A
MIA-459,N/A,N/A,0.762,N/A,N/A,N/A
ROR2,N/A,N/A,0.761,N/A,N/A,N/A
SERPINA1,N/A,N/A,N/A,N/A,N/A,0.757
LHCGR,N/A,-0.752,N/A,N/A,N/A,N/A
Gcg,N/A,N/A,0.75,N/A,N/A,N/A
C1QTNF6,N/A,N/A,-0.749,N/A,N/A,N/A
EBI3,N/A,N/A,N/A,0.747,N/A,N/A
TRPM2,N/A,N/A,N/A,N/A,N/A,0.742
PTCSC3,N/A,N/A,-0.742,N/A,N/A,N/A
SMARCE1,N/A,N/A,-0.73,N/A,N/A,N/A
pravastatin,N/A,0.689,0.041,N/A,N/A,N/A
FZR1,N/A,0.391,N/A,N/A,0.339,N/A
EIF5A,N/A,N/A,0.728,N/A,N/A,N/A
tyrphostin AG 127,N/A,N/A,0.728,N/A,N/A,N/A
NEK2,N/A,N/A,0.728,N/A,N/A,N/A
"N,N-dimethylarginine",N/A,N/A,0.728,N/A,N/A,N/A
5-iodotubercidin,N/A,0,-0.728,N/A,0,N/A
MERTK,N/A,N/A,N/A,0.728,N/A,N/A
MTM1,N/A,N/A,0.726,N/A,N/A,N/A
ARHGAP21,N/A,N/A,0.277,N/A,0.447,N/A
FL3,N/A,0.333,-0.385,N/A,N/A,N/A
echinomycin,N/A,0.714,N/A,N/A,N/A,N/A
antimycin A,N/A,N/A,-0.714,N/A,N/A,N/A
LAMA2,N/A,-0.714,N/A,N/A,N/A,N/A
raltitrexed,N/A,N/A,-0.714,N/A,N/A,N/A
dabrafenib,N/A,N/A,0.713,N/A,N/A,N/A
KLF1,N/A,N/A,0.708,N/A,N/A,N/A
triapine,N/A,N/A,-0.056,N/A,N/A,0.651
ZNF217,N/A,0.707,N/A,N/A,N/A,N/A
HOXC8,N/A,-0.707,N/A,N/A,N/A,N/A
HR,N/A,N/A,0.706,N/A,N/A,N/A
ITGA6,N/A,N/A,-0.565,N/A,N/A,0.137
PTPN2,N/A,-0.146,N/A,N/A,0.555,N/A
Pcnt,N/A,N/A,-0.7,N/A,N/A,N/A
DHX36,N/A,0.053,-0.529,N/A,N/A,0.113
taurine,N/A,N/A,N/A,N/A,-0.692,N/A
butaprost,-0.346,N/A,N/A,0.346,N/A,N/A
lithocholic acid,N/A,N/A,-0.689,N/A,N/A,N/A
F Actin,N/A,N/A,0.686,N/A,N/A,N/A
leukotriene B4,N/A,-0.685,N/A,N/A,N/A,N/A
Z-551,N/A,-0.684,N/A,N/A,N/A,N/A
TCF7L1,N/A,0.471,N/A,-0.213,N/A,N/A
EXOSC3,N/A,0.128,N/A,N/A,N/A,0.555
SESN2,N/A,N/A,0.235,N/A,N/A,0.446
Abcb1b,N/A,N/A,-0.302,N/A,N/A,-0.378
mir-214 (includes others),N/A,N/A,N/A,N/A,0.677,N/A
pristane,N/A,N/A,N/A,-0.152,0.52,N/A
IL-27 (complex),N/A,N/A,0.67,N/A,N/A,N/A
di-2-pyridylketone 4-cyclohexyl-4-methyl-3-thiosemicarbazone,N/A,N/A,N/A,0,0.218,0.447
CSF2RA,N/A,N/A,0.663,N/A,N/A,N/A
pilocarpine,N/A,N/A,0.66,N/A,N/A,N/A
hedgehog,N/A,N/A,N/A,0.059,N/A,-0.6
ACKR3,N/A,0.655,N/A,N/A,N/A,N/A
PRN694,N/A,N/A,-0.655,N/A,N/A,N/A
JUN/JUNB/JUND,N/A,N/A,N/A,N/A,N/A,-0.651
heme,N/A,N/A,N/A,-0.651,N/A,N/A
resolvin E1,N/A,N/A,N/A,N/A,N/A,-0.651
HOXA7,N/A,N/A,N/A,N/A,0.651,N/A
GSDMD,N/A,N/A,-0.651,N/A,N/A,0
taurodeoxycholic acid,N/A,-0.65,N/A,N/A,N/A,N/A
IL31RA,N/A,N/A,-0.648,N/A,N/A,N/A
aristolochic acid I,N/A,N/A,-0.647,N/A,N/A,N/A
MYH9,N/A,N/A,N/A,N/A,N/A,-0.647
L-lysine,N/A,N/A,-0.64,N/A,N/A,N/A
PDGFR,N/A,N/A,-0.64,N/A,N/A,N/A
MMP11,N/A,N/A,-0.636,N/A,N/A,N/A
LDHB,N/A,N/A,0.632,N/A,N/A,N/A
mito-TEMPO,N/A,N/A,-0.478,N/A,N/A,0.152
FOXD3,N/A,0.218,0.412,N/A,N/A,N/A
PBRM1,N/A,0,0.18,-0.447,N/A,N/A
mir-375 (includes others),N/A,N/A,-0.627,N/A,N/A,N/A
Firre,N/A,N/A,0.626,N/A,N/A,N/A
ZMIZ2,N/A,N/A,N/A,0.621,N/A,N/A
FPS-ZM1,N/A,N/A,-0.277,N/A,N/A,0.343
HAS2,N/A,N/A,-0.18,0.44,N/A,N/A
CLCA2,N/A,N/A,0.61,N/A,N/A,N/A
NCOA5,N/A,N/A,-0.163,N/A,0,-0.447
GSKJ4,N/A,N/A,-0.608,N/A,N/A,N/A
PHLPP1,N/A,N/A,0.608,N/A,N/A,N/A
mir-132 (includes others),N/A,N/A,-0.606,N/A,N/A,N/A
OSBPL8,N/A,-0.6,N/A,N/A,N/A,N/A
SLC27A5,N/A,N/A,0.6,N/A,N/A,N/A
SLC2A3,N/A,N/A,-0.6,N/A,N/A,N/A
Rp-cAMPS,N/A,N/A,N/A,N/A,N/A,0.6
ITK,N/A,N/A,N/A,0.6,N/A,N/A
fumonisin B1,N/A,N/A,N/A,N/A,0.152,-0.447
RAB2A,N/A,N/A,N/A,N/A,-0.594,N/A
SYK/ZAP,N/A,N/A,-0.594,N/A,N/A,N/A
FGF12,N/A,-0.49,-0.098,N/A,N/A,N/A
LYL1,N/A,0.24,-0.092,N/A,0.254,N/A
arginine methyltransferase inhibitor-1,N/A,N/A,-0.585,N/A,N/A,N/A
MOG,N/A,N/A,N/A,0.579,N/A,N/A
mir-637,N/A,N/A,-0.577,N/A,N/A,N/A
ginsenoside Rb1,N/A,0.577,N/A,N/A,N/A,N/A
DMP1,N/A,-0.186,N/A,0.391,N/A,N/A
LINC01133,N/A,N/A,-0.577,N/A,N/A,N/A
carbonyl cyanide p-(trifluoromethoxy)phenylhydrazone,N/A,0.355,N/A,N/A,N/A,-0.218
mir-144,N/A,0.137,-0.432,N/A,N/A,N/A
RBCK1,N/A,N/A,-0.283,N/A,N/A,0.283
honokiol,N/A,N/A,0.566,N/A,N/A,N/A
RAD21,N/A,N/A,-0.565,N/A,N/A,N/A
V-PYRRO/NO,N/A,0,-0.563,N/A,N/A,0
PNN,N/A,N/A,-0.563,N/A,N/A,N/A
RARG,0,N/A,N/A,-0.13,0.431,N/A
HNRNPA2B1,N/A,N/A,-0.555,N/A,N/A,N/A
1-palmitoyl-2-(5-oxovaleroyl)-sn-glycero-3-phosphorylcholine,N/A,N/A,N/A,N/A,-0.555,N/A
NF1,N/A,N/A,N/A,-0.555,N/A,N/A
regorafenib,N/A,N/A,0.555,N/A,N/A,N/A
ammonium chloride,N/A,N/A,N/A,N/A,N/A,0.555
UNC9995,N/A,N/A,0.555,N/A,N/A,N/A
CXCL3,N/A,0.555,N/A,N/A,N/A,N/A
nedocromil sodium,N/A,N/A,0.555,N/A,N/A,N/A
ARF6,N/A,N/A,-0.555,N/A,N/A,N/A
DNAJA2,N/A,N/A,0.555,N/A,N/A,N/A
NMU,N/A,N/A,-0.555,N/A,N/A,N/A
PLC,N/A,-0.555,N/A,N/A,N/A,N/A
MRS 1754,N/A,N/A,-0.555,N/A,N/A,N/A
mir-541,N/A,N/A,-0.554,N/A,N/A,N/A
AIM2,N/A,N/A,0.551,N/A,N/A,N/A
NHERF1,N/A,N/A,N/A,N/A,-0.546,N/A
vitamin A,N/A,N/A,N/A,0.545,N/A,N/A
ZEB2,N/A,N/A,-0.543,N/A,N/A,N/A
miR-214-3p (and other miRNAs w/seed CAGCAGG),N/A,N/A,0.539,N/A,N/A,N/A
TPCA-1,N/A,N/A,0.539,N/A,N/A,N/A
PEX5,N/A,N/A,-0.538,N/A,N/A,N/A
GDF15,N/A,0,-0.537,N/A,N/A,N/A
CD247,N/A,-0.535,N/A,N/A,N/A,N/A
MAPK13,N/A,N/A,0.533,N/A,N/A,N/A
ketorolac,N/A,-0.308,N/A,N/A,N/A,-0.225
CASP8,N/A,N/A,N/A,-0.532,N/A,N/A
ANTXR1,N/A,N/A,-0.53,N/A,N/A,N/A
miR-101-3p (and other miRNAs w/seed ACAGUAC),N/A,0.127,0.127,-0.117,-0.036,0.117
PPP1R1B,N/A,N/A,0.512,N/A,N/A,N/A
TRAF3,N/A,N/A,N/A,N/A,0.508,N/A
PD 168393,N/A,N/A,0.508,N/A,N/A,N/A
PHLPP2,N/A,N/A,-0.507,N/A,N/A,N/A
ADAM10,N/A,N/A,0.507,N/A,N/A,N/A
MANF,N/A,N/A,-0.103,N/A,0.264,0.14
S100A16,N/A,N/A,-0.506,N/A,N/A,N/A
LOC102724428/SIK1,N/A,-0.506,N/A,N/A,N/A,N/A
PTGER1,N/A,N/A,-0.495,N/A,N/A,N/A
BANP,N/A,N/A,-0.489,N/A,N/A,N/A
BMPR1B,N/A,-0.243,N/A,0.243,N/A,N/A
1-methyl-4-phenylpyridinium,N/A,N/A,-0.48,N/A,N/A,N/A
SCH772984,N/A,N/A,-0.479,N/A,N/A,N/A
IFI16,N/A,N/A,N/A,N/A,0.478,N/A
Tnfsf9,N/A,N/A,-0.478,N/A,N/A,N/A
geneticin,N/A,N/A,0.478,N/A,N/A,N/A
Cyp2c70,N/A,N/A,0.478,N/A,N/A,N/A
SPTLC2,N/A,N/A,0.478,N/A,N/A,N/A
salvianolic acid B,N/A,N/A,N/A,N/A,N/A,-0.468
RASSF3,N/A,N/A,0.467,N/A,N/A,N/A
USP28,N/A,N/A,0.204,N/A,N/A,0.254
"ethyl 2-{[(6,7-dimethyl-3-oxo-1,2,3,4-tetrahydro-2-quinoxalinyl)acetyl]amino}-4,5-dimethyl-3-thiophenecarboxylate",N/A,N/A,0.456,N/A,N/A,N/A
LINC01612,N/A,N/A,0.452,N/A,N/A,N/A
FSHB,N/A,N/A,N/A,0.45,N/A,N/A
PDGFRA,N/A,N/A,0.449,N/A,N/A,N/A
RAG2,N/A,N/A,0.447,N/A,N/A,N/A
ZBED6,N/A,0,0,N/A,-0.447,N/A
nitrate,N/A,N/A,-0.447,N/A,N/A,N/A
PHTF2,N/A,N/A,-0.447,N/A,N/A,N/A
FANCA,N/A,N/A,-0.447,N/A,N/A,N/A
mannose,N/A,0.447,N/A,N/A,N/A,N/A
calmidazolium,N/A,N/A,0.447,N/A,N/A,N/A
MESP1,N/A,-0.447,N/A,N/A,N/A,N/A
adiporon,N/A,N/A,-0.447,N/A,0,N/A
PIWIL1,N/A,N/A,-0.447,N/A,N/A,N/A
latrunculin A,N/A,0.447,0,N/A,N/A,N/A
PMEPA1,N/A,N/A,0.447,N/A,N/A,N/A
ATG16L1,N/A,N/A,0.447,N/A,N/A,N/A
TNPO3,N/A,0.447,N/A,N/A,N/A,N/A
GW7647,N/A,0,N/A,N/A,0.447,N/A
ralimetinib,N/A,0.447,N/A,N/A,N/A,N/A
soloxolone methyl,N/A,0.447,N/A,N/A,N/A,N/A
quinidine,N/A,N/A,-0.447,N/A,N/A,N/A
RHOC,N/A,N/A,0.447,N/A,N/A,N/A
di-spiropyrrolizidino oxindole andrographolide derivative CY2,N/A,N/A,-0.447,N/A,N/A,N/A
PDCD5,N/A,N/A,-0.447,N/A,N/A,N/A
cryptotanshinone,N/A,N/A,N/A,N/A,N/A,0.447
copper chloride,N/A,0,0.447,N/A,N/A,N/A
SYT11,N/A,N/A,0.447,N/A,N/A,N/A
LRIG2,N/A,N/A,-0.447,N/A,N/A,N/A
brucine,N/A,N/A,0.447,N/A,N/A,N/A
TRPV2,N/A,N/A,0.447,N/A,N/A,N/A
lupeol,N/A,N/A,0.447,N/A,N/A,N/A
ANKRD17,N/A,N/A,0.447,N/A,N/A,N/A
SL 327,N/A,N/A,N/A,N/A,N/A,0.447
GAS2L3,N/A,-0.447,N/A,N/A,N/A,0
SERPINB2,N/A,N/A,0.447,N/A,N/A,N/A
clorgyline,N/A,N/A,-0.447,N/A,N/A,N/A
ipatasertib,N/A,N/A,-0.447,N/A,N/A,N/A
SLIT2,N/A,0.447,N/A,N/A,N/A,N/A
miR-455-3p (miRNAs w/seed CAGUCCA),N/A,N/A,0.445,N/A,N/A,N/A
GFI1B,N/A,N/A,0.44,N/A,N/A,N/A
SERPINB3,N/A,N/A,-0.44,N/A,N/A,N/A
UBE3A,N/A,N/A,N/A,N/A,N/A,-0.44
PLCL1,N/A,-0.44,N/A,N/A,N/A,N/A
UBQLN2,N/A,N/A,0.436,N/A,N/A,N/A
mir-194 (includes others),N/A,0.152,0.283,N/A,N/A,0
PTPRO,N/A,N/A,0.433,N/A,N/A,N/A
RRP15,N/A,N/A,-0.277,N/A,N/A,-0.152
venetoclax,N/A,N/A,0.425,N/A,N/A,N/A
epirubicin,N/A,N/A,0.425,N/A,N/A,N/A
mir-103 (includes others),N/A,N/A,N/A,N/A,N/A,-0.42
ATF5,N/A,N/A,0.42,N/A,N/A,N/A
EIF3A,N/A,N/A,N/A,N/A,N/A,-0.418
choline fenofibrate,N/A,N/A,0.411,N/A,N/A,N/A
PRMT7,N/A,N/A,0.156,N/A,-0.254,N/A
pemetrexed,N/A,N/A,0.407,N/A,N/A,N/A
SOX6,N/A,N/A,0.404,N/A,N/A,N/A
MAPK8IP1,N/A,N/A,N/A,N/A,N/A,0.404
AXIN1,N/A,N/A,-0.403,N/A,N/A,N/A
CTSK,N/A,N/A,0.4,N/A,N/A,N/A
GABPB1,N/A,N/A,0.279,N/A,N/A,-0.117
YWHAZ,N/A,N/A,0.396,N/A,N/A,N/A
FABP2,N/A,-0.391,N/A,N/A,N/A,N/A
CST3,N/A,N/A,0.391,N/A,N/A,N/A
AKR1B1,N/A,N/A,-0.391,N/A,N/A,N/A
C-miR146a,N/A,N/A,0.391,N/A,N/A,N/A
GAB1,N/A,N/A,N/A,N/A,0.391,N/A
AIFM1,N/A,N/A,0.391,N/A,N/A,N/A
NSD3,N/A,-0.391,N/A,N/A,N/A,N/A
TKT,N/A,N/A,0.391,N/A,N/A,0
(6)-gingerol,N/A,N/A,0.39,N/A,N/A,N/A
AFAP1-AS1,N/A,N/A,-0.39,N/A,N/A,N/A
ING1,N/A,N/A,-0.383,N/A,N/A,N/A
cepharanthine,N/A,N/A,0.378,N/A,N/A,N/A
pembrolizumab,N/A,N/A,N/A,N/A,N/A,-0.378
EED,N/A,N/A,0.378,N/A,N/A,N/A
NOP2,N/A,N/A,0.378,N/A,N/A,N/A
glutamyl-Se-methylselenocysteine,N/A,N/A,-0.378,N/A,N/A,0
diazoxide,N/A,-0.378,0,N/A,N/A,N/A
jasminoidin,N/A,0.378,N/A,N/A,N/A,0
9-ethyl-9H-carbazole-3-carbaldehyde,N/A,N/A,-0.378,N/A,N/A,N/A
perfluorodecanoic acid,N/A,-0.378,N/A,N/A,N/A,N/A
ZBTB7A,N/A,-0.378,N/A,N/A,N/A,N/A
MGLL,N/A,-0.378,N/A,N/A,0,N/A
ALK,N/A,N/A,-0.376,N/A,N/A,N/A
citric acid,N/A,N/A,0.375,N/A,N/A,N/A
CCL3,N/A,N/A,N/A,N/A,N/A,-0.374
RHBDF2,N/A,N/A,-0.373,N/A,N/A,N/A
DAB2IP,N/A,0.314,-0.059,N/A,N/A,N/A
Collagen type III,N/A,N/A,-0.371,N/A,N/A,N/A
PIAS3,N/A,N/A,N/A,-0.371,N/A,N/A
SOX18,N/A,N/A,0.371,N/A,N/A,N/A
MARCHF2,N/A,N/A,0.371,N/A,N/A,N/A
"H-[1,2,4]oxadiazolo[4,3-alpha]quinoxalin-1-one",N/A,N/A,-0.149,-0.218,N/A,N/A
uranyl nitrate,N/A,N/A,0.365,N/A,N/A,N/A
ANGPTL2,N/A,N/A,0.142,N/A,N/A,-0.218
ITGB4,N/A,N/A,-0.005,N/A,N/A,-0.35
embelin,N/A,N/A,0.354,N/A,N/A,N/A
BCL2L1,N/A,N/A,N/A,0.354,N/A,N/A
SN-38,N/A,N/A,-0.13,N/A,N/A,-0.223
tranylcypromine,N/A,N/A,0.351,N/A,N/A,N/A
DIABLO,N/A,N/A,-0.351,N/A,N/A,N/A
GSK343,N/A,N/A,-0.351,N/A,N/A,N/A
ZNRF3,N/A,N/A,-0.351,N/A,N/A,N/A
CPT1C,N/A,0.343,N/A,N/A,N/A,N/A
CaMKII,N/A,0,-0.342,0,N/A,N/A
fluoxetine,N/A,N/A,N/A,N/A,-0.342,N/A
PTGFR,N/A,N/A,0.342,N/A,N/A,N/A
DAB2,N/A,N/A,-0.341,N/A,N/A,N/A
C1QA,N/A,0.053,-0.136,0.152,N/A,N/A
octreotide,N/A,N/A,N/A,N/A,-0.339,N/A
WDR11-DT,N/A,N/A,-0.339,N/A,N/A,N/A
Bmncr,N/A,N/A,N/A,N/A,N/A,-0.334
SDC2,N/A,N/A,-0.333,N/A,N/A,N/A
trehalose,N/A,N/A,-0.333,N/A,N/A,N/A
interferon alfacon-1,N/A,-0.333,N/A,N/A,N/A,N/A
CBL,N/A,N/A,0.327,N/A,N/A,N/A
GW 4064,N/A,N/A,N/A,N/A,-0.325,N/A
pyruvic acid,N/A,N/A,0.322,N/A,N/A,N/A
DUSP10,N/A,N/A,N/A,-0.32,N/A,N/A
sodium bisulfide,N/A,N/A,-0.319,N/A,N/A,N/A
miR-486-5p (and other miRNAs w/seed CCUGUAC),N/A,N/A,0.308,N/A,N/A,N/A
I-BET-151,N/A,0.308,N/A,N/A,N/A,N/A
chromium,N/A,-0.302,N/A,N/A,N/A,N/A
CD2AP,N/A,N/A,0.298,N/A,N/A,N/A
CYTOR,N/A,N/A,-0.289,N/A,N/A,N/A
HCAR1,N/A,N/A,0.287,N/A,N/A,N/A
amino acids,N/A,N/A,N/A,N/A,N/A,0.284
CH-223191,N/A,N/A,N/A,0.283,N/A,N/A
APBB1,N/A,0,N/A,N/A,0,-0.283
GYS2,N/A,N/A,-0.283,N/A,N/A,N/A
pranlukast,N/A,N/A,0.283,N/A,N/A,N/A
exenatide,N/A,N/A,-0.279,N/A,N/A,N/A
TMSB10/TMSB4X,N/A,N/A,-0.277,N/A,N/A,N/A
amlodipine,N/A,0.277,N/A,N/A,N/A,N/A
ITGB8,N/A,N/A,0.277,N/A,N/A,N/A
sodium phosphate,N/A,N/A,0.277,N/A,N/A,N/A
BTRC,N/A,N/A,-0.277,N/A,N/A,N/A
NKX3-2,N/A,N/A,0.277,N/A,N/A,N/A
beraprost,N/A,N/A,N/A,0.277,N/A,N/A
dihematoporphyrin ether,N/A,N/A,-0.277,N/A,N/A,N/A
PEA15,N/A,N/A,0.277,N/A,N/A,N/A
GRHL2,N/A,0.263,N/A,N/A,N/A,N/A
PHB2,N/A,N/A,-0.263,N/A,N/A,N/A
miR-574-5p (miRNAs w/seed GAGUGUG),N/A,N/A,-0.261,N/A,N/A,N/A
HIF1AN,N/A,N/A,N/A,0.26,N/A,N/A
GSK3A,N/A,N/A,-0.161,N/A,N/A,0.098
ABCB1,N/A,N/A,-0.258,N/A,N/A,N/A
Stmp1,N/A,N/A,-0.256,N/A,N/A,N/A
cucurbitacin B,N/A,N/A,0.254,N/A,N/A,N/A
ITGAM,N/A,N/A,N/A,N/A,-0.254,N/A
P2RX7,N/A,N/A,N/A,N/A,N/A,0.254
TXN,-0.254,N/A,N/A,N/A,N/A,N/A
PROX1,N/A,0.253,N/A,N/A,N/A,N/A
indisulam,N/A,N/A,-0.246,N/A,N/A,N/A
2-hydroxy-1-naphthylaldehyde isonicotinoyl hydrazone,N/A,0,0.246,N/A,N/A,N/A
AGMAT,N/A,N/A,-0.246,N/A,N/A,N/A
TUBB4A,N/A,N/A,-0.246,N/A,N/A,N/A
GADD45A,N/A,N/A,-0.053,0.192,N/A,N/A
NOD2,N/A,N/A,N/A,0.242,0,N/A
PIK3R2,N/A,N/A,0.236,N/A,N/A,N/A
deoxynivalenol,N/A,N/A,N/A,N/A,N/A,0.234
CIB2,N/A,N/A,0.225,N/A,N/A,N/A
4-iodo-6-phenylpyrimidine,N/A,N/A,-0.225,N/A,N/A,N/A
SGK1,N/A,N/A,N/A,0.223,N/A,N/A
FSHR,N/A,N/A,N/A,0.223,N/A,N/A
MIR124,N/A,N/A,-0.22,N/A,N/A,N/A
mir-874,N/A,N/A,-0.218,N/A,N/A,N/A
JAG2,N/A,N/A,N/A,-0.218,N/A,N/A
VCP,N/A,0.218,N/A,N/A,N/A,N/A
PDLIM7,N/A,N/A,-0.218,N/A,N/A,N/A
Ncoa6,N/A,N/A,0.218,N/A,N/A,N/A
PLAC8,N/A,N/A,-0.218,N/A,N/A,N/A
IFNL3,N/A,N/A,N/A,N/A,0.218,N/A
MGP,N/A,N/A,N/A,-0.218,N/A,N/A
costunolide,N/A,N/A,0.218,N/A,N/A,N/A
miR-9-3p (and other miRNAs w/seed UAAAGCU),N/A,N/A,-0.218,N/A,N/A,N/A
ASS1,N/A,N/A,0.218,N/A,N/A,N/A
ADCY5,N/A,N/A,0.218,N/A,N/A,N/A
probucol,N/A,N/A,N/A,N/A,N/A,0.218
NRF1,N/A,N/A,N/A,N/A,N/A,0.213
quinacrine,N/A,N/A,0.208,N/A,N/A,N/A
SCN1B,N/A,N/A,0.2,N/A,N/A,N/A
CASP1,N/A,-0.2,N/A,N/A,N/A,N/A
PPP1CA,N/A,N/A,-0.2,N/A,N/A,N/A
TUG1,N/A,0.198,N/A,N/A,N/A,N/A
miR-340-5p (miRNAs w/seed UAUAAAG),N/A,N/A,0.196,N/A,N/A,N/A
ATP-gamma-S,N/A,N/A,N/A,-0.192,N/A,N/A
miR-370-3p (and other miRNAs w/seed CCUGCUG),N/A,N/A,-0.192,N/A,N/A,N/A
7(R)-maresin 1,N/A,N/A,N/A,N/A,N/A,0.186
KDM4B,N/A,N/A,0.183,N/A,N/A,N/A
RXRB,N/A,N/A,-0.181,N/A,0,N/A
FAF1,N/A,N/A,-0.18,N/A,N/A,N/A
mir-3622 (includes others),N/A,N/A,0.174,N/A,N/A,N/A
niraparib,N/A,N/A,-0.171,N/A,N/A,N/A
NPY,N/A,-0.171,N/A,N/A,N/A,N/A
MEIS1,N/A,N/A,-0.166,N/A,N/A,N/A
NOTCH4,N/A,-0.083,N/A,0.083,N/A,N/A
mir-486 (includes others),N/A,N/A,0.164,N/A,N/A,N/A
lith-O-Asp,N/A,N/A,-0.16,N/A,N/A,N/A
sotrastaurin,N/A,N/A,-0.152,N/A,N/A,N/A
EFEMP1,N/A,N/A,0.152,N/A,N/A,N/A
ZGPAT,N/A,-0.152,N/A,N/A,N/A,N/A
GADD45B,N/A,N/A,-0.152,N/A,N/A,N/A
MCU,N/A,N/A,-0.152,N/A,N/A,N/A
orlistat,N/A,0.152,N/A,N/A,N/A,N/A
sanguinarine,N/A,N/A,0.152,N/A,N/A,N/A
PCM1-JAK2,N/A,N/A,0.152,N/A,N/A,N/A
NFYB,N/A,N/A,-0.152,N/A,N/A,N/A
cyclooxygenase,N/A,N/A,N/A,N/A,N/A,-0.152
CD83,N/A,N/A,N/A,0.152,N/A,N/A
CSRP3,N/A,0.152,N/A,N/A,N/A,N/A
Rp-8-Br-cGMPS,N/A,N/A,-0.152,N/A,N/A,N/A
TEX11,N/A,N/A,0.152,N/A,N/A,N/A
E2F5,N/A,N/A,-0.152,N/A,N/A,N/A
PLXND1,N/A,N/A,-0.152,N/A,N/A,N/A
RNF2,N/A,N/A,N/A,-0.152,N/A,N/A
ROBO3,N/A,0.152,N/A,N/A,N/A,N/A
AR7,N/A,N/A,N/A,N/A,-0.152,N/A
mimosine,N/A,N/A,0.152,N/A,N/A,N/A
mir-31 (includes others),N/A,N/A,N/A,N/A,0.152,N/A
SGCB,N/A,N/A,0.152,N/A,N/A,N/A
TNIK,N/A,N/A,-0.152,N/A,N/A,N/A
DYNC1H1,N/A,N/A,N/A,N/A,N/A,-0.152
mir-630,N/A,N/A,N/A,N/A,N/A,-0.152
METTL14,N/A,N/A,N/A,N/A,-0.152,N/A
clasto-lactacystin beta-lactone,N/A,N/A,N/A,N/A,N/A,0.147
phenethyl isothiocyanate,N/A,N/A,-0.147,N/A,N/A,N/A
WR 1065,N/A,N/A,-0.143,N/A,N/A,N/A
KDM4D,N/A,N/A,-0.14,N/A,N/A,N/A
3-(3-pyridinyl)-1-(4-pyridinyl)-2-propen-1-one,N/A,N/A,0.132,N/A,N/A,N/A
cathepsin,N/A,N/A,0.132,N/A,N/A,N/A
SCUBE3,N/A,N/A,0.132,N/A,N/A,N/A
MAFG,N/A,N/A,N/A,N/A,N/A,0.13
OIP5-AS1,N/A,N/A,N/A,N/A,-0.13,N/A
DKK4,N/A,N/A,-0.129,N/A,N/A,N/A
TACR1,N/A,N/A,0.128,N/A,N/A,N/A
creatine,N/A,N/A,-0.128,N/A,N/A,N/A
GATA2-AS1,N/A,N/A,-0.128,N/A,N/A,N/A
mir-378 (includes others),N/A,N/A,0.123,N/A,N/A,N/A
CFLAR,N/A,N/A,N/A,N/A,-0.117,N/A
PGK1,N/A,N/A,-0.115,N/A,N/A,N/A
TRIM21,N/A,N/A,N/A,N/A,N/A,-0.114
ASCC3,N/A,N/A,0.114,N/A,N/A,N/A
RGFP966,N/A,0.113,N/A,N/A,N/A,N/A
HAND1,N/A,0.113,N/A,N/A,N/A,N/A
HJURP,N/A,-0.061,0.052,N/A,N/A,N/A
TNFRSF12A,N/A,0.111,N/A,N/A,N/A,N/A
O6-benzylguanine,N/A,N/A,-0.111,N/A,N/A,N/A
SEMA3D,N/A,-0.106,N/A,N/A,N/A,N/A
ESRP1,N/A,0.106,N/A,N/A,N/A,N/A
epalrestat,N/A,N/A,0.106,N/A,N/A,N/A
TCR (family),N/A,N/A,-0.104,N/A,N/A,N/A
PTPRB,N/A,N/A,-0.095,N/A,N/A,N/A
RNF41,N/A,N/A,0.094,N/A,N/A,N/A
pentylenetetrazol,N/A,N/A,-0.093,N/A,N/A,N/A
HOXA11-AS,N/A,N/A,-0.091,N/A,N/A,N/A
mecamylamine,N/A,N/A,-0.085,N/A,N/A,N/A
LIMS1,N/A,N/A,0.085,N/A,N/A,N/A
PGF,N/A,N/A,0.072,N/A,N/A,N/A
astragaloside IV,N/A,N/A,-0.07,N/A,N/A,N/A
mir-483,N/A,-0.068,N/A,N/A,N/A,N/A
PIP5K1A,N/A,0.068,N/A,N/A,N/A,N/A
BRCA2,N/A,N/A,0.068,N/A,N/A,N/A
